15.335	56790.05887	0.001
15.173	56790.1247	0.001
15.046	56790.19053	0.001
14.95	56790.25624	0.001
15.285	56790.32207	0.001
15.115	56790.38791	0.001
15.239	56790.45374	0.001
15.695	56790.51945	0.001
15.111	56790.51958	0.001
15.232	56790.58528	0.001
15.2	56790.65112	0.001
14.999	56790.71695	0.001
15.012	56790.78278	0.001
15.216	56790.84862	0.001
15.466	56790.91432	0.001
15.365	56790.98016	0.001
15.189	56791.04599	0.001
14.979	56791.11182	0.001
15.106	56791.17753	0.001
14.822	56791.24336	0.001
15.101	56791.3092	0.001
15.132	56791.37503	0.001
14.916	56791.44074	0.001
15.013	56791.44086	0.001
15.227	56791.50657	0.001
16.794	56791.50657	0.001
15.186	56791.5724	0.001
15.063	56791.63824	0.001
15.131	56791.70407	0.001
15.347	56791.76991	0.001
15.133	56791.83561	0.001
15.116	56791.90145	0.001
15.244	56791.96728	0.001
15.095	56792.03311	0.001
15.175	56792.09882	0.001
15.25	56792.16465	0.001
15.01	56792.23049	0.001
15.144	56792.29632	0.001
15.181	56792.36203	0.001
15.291	56792.42786	0.001
15.265	56792.49369	0.001
14.941	56792.55952	0.001
15.514	56792.62523	0.001
15.272	56792.62535	0.001
15.378	56792.69106	0.001
15.242	56792.75689	0.001
15.483	56792.82273	0.001
15.16	56792.88856	0.001
14.732	56792.95427	0.001
15.149	56792.9544	0.001
15.099	56793.0201	0.001
14.931	56793.08594	0.001
14.974	56793.15177	0.001
14.993	56793.2176	0.001
15.415	56793.28331	0.001
15.061	56793.34914	0.001
17.195	56793.34914	0.001
15.331	56793.41498	0.001
15.268	56793.48081	0.001
15.134	56793.54652	0.001
15.252	56793.61235	0.001
15.099	56793.67818	0.001
14.452	56793.74402	0.001
15.282	56793.80972	0.001
15.023	56793.87556	0.001
15.295	56793.94139	0.001
15.245	56794.00722	0.001
15.141	56794.07293	0.001
14.925	56794.07306	0.001
15.117	56794.13876	0.001
15.046	56794.13889	0.001
15.191	56794.2046	0.001
15.319	56794.27043	0.001
15.021	56794.33626	0.001
15.067	56794.4021	0.001
14.961	56794.53364	0.001
15.085	56794.59947	0.001
14.894	56794.66531	0.001
15.228	56794.73101	0.001
15.416	56794.79685	0.001
15.04	56794.86268	0.001
15.157	56794.92851	0.001
15.2	56794.99422	0.001
15.52	56795.06005	0.001
15.281	56795.12589	0.001
15.085	56795.19172	0.001
15.177	56795.25743	0.001
15.28	56795.32326	0.001
15.021	56795.38909	0.001
15.303	56795.45493	0.001
15.591	56795.52063	0.001
15.247	56795.58647	0.001
15.279	56795.6523	0.001
15.202	56795.71813	0.001
15.319	56795.78384	0.001
15.32	56795.78397	0.001
15.17	56795.84967	0.001
15.087	56795.91551	0.001
15.538	56795.98134	0.001
15.205	56796.04718	0.001
15.064	56796.11301	0.001
15.189	56796.17871	0.001
15.016	56796.24455	0.001
15.131	56796.31038	0.001
15.056	56796.37622	0.001
15.085	56796.44192	0.001
15.15	56796.50776	0.001
15.228	56796.57359	0.001
15.121	56796.63942	0.001
15.324	56796.70513	0.001
15.248	56796.77096	0.001
15.3	56796.8368	0.001
15.349	56796.90263	0.001
15.017	56796.96834	0.001
15.422	56797.03417	0.001
15.289	56797.1	0.001
15.189	56797.16584	0.001
15.229	56797.23154	0.001
15.011	56797.29738	0.001
15.007	56797.36321	0.001
15.048	56797.42904	0.001
15.037	56797.49475	0.001
15.208	56797.56058	0.001
15.24	56797.62642	0.001
15.168	56797.69225	0.001
15.193	56797.75796	0.001
15.118	56797.75809	0.001
15.231	56797.82379	0.001
15.524	56797.88963	0.001
15.088	56797.95546	0.001
16.577	56797.95546	0.001
15.289	56798.02117	0.001
14.804	56798.02129	0.001
14.988	56798.087	0.001
15.253	56798.15283	0.001
15.429	56798.21867	0.001
15.2	56798.28437	0.001
15.243	56798.2845	0.001
15.436	56798.35021	0.001
15.723	56798.35033	0.001
15.09	56798.41604	0.001
15.191	56798.48187	0.001
15.273	56798.54771	0.001
15.475	56798.61341	0.001
16.62	56798.61341	0.001
15.249	56798.61354	0.001
15.278	56798.67925	0.001
15.141	56798.74508	0.001
15.065	56798.81091	0.001
15.169	56798.87662	0.001
15.19	56798.87675	0.001
15.515	56798.94245	0.001
15.292	56799.00829	0.001
15.236	56799.07412	0.001
15.343	56799.13983	0.001
15.123	56799.13995	0.001
15.173	56799.20566	0.001
14.98	56799.27149	0.001
15.284	56799.33733	0.001
15.213	56799.40303	0.001
15.187	56799.40316	0.001
15.496	56799.46887	0.001
15.167	56799.5347	0.001
15.966	56799.60053	0.001
15.554	56799.66624	0.001
14.981	56799.66636	0.001
16.037	56799.73207	0.001
15.156	56799.7979	0.001
15.107	56799.86374	0.001
14.876	56799.92944	0.001
15.141	56799.92957	0.001
14.947	56799.99528	0.001
