14.575		58485		0.1
14.6035		58495		0.1
14.6445		58505		0.1
14.5675		58515		0.1
14.5255		58525		0.1
14.54		58535		0.1
14.596		58545		0.1
14.599		58555		0.1
14.572		58565		0.1
14.546		58575		0.1
14.5375		58585		0.1
14.523		58595		0.1
14.5005		58605		0.1
14.59		58615		0.1
14.527		58625		0.1
14.4955		58635		0.1
14.5775		58645		0.1
14.481		58655		0.1
14.495		58665		0.1
14.524		58675		0.1
14.5855		58685		0.1
14.5695		58695		0.1
14.5435		58705		0.1
14.5155		58715		0.1
14.6		58725		0.1
14.557		58735		0.1
14.637		58745		0.1
14.581		58755		0.1
14.622		58765		0.1
14.6315		58775		0.1
14.608		58785		0.1
14.606		58795		0.1
14.6695		58805		0.1
14.588		58815		0.1
14.6855		58825		0.1
14.661		58835		0.1
14.758		58845		0.1
14.723		58855		0.1
14.7525		58865		0.1
14.6945		58875		0.1
14.6465		58885		0.1
14.71		58895		0.1
14.6705		58905		0.1
14.6905		58915		0.1
14.573		58925		0.1
14.739		58935		0.1
14.723		58945		0.1
14.733		58955		0.1
14.62		58965		0.1
14.718		58975		0.1
14.713		58985		0.1
14.675		58995		0.1
14.597		59005		0.1
14.6305		59015		0.1
14.6975		59025		0.1
14.749		59035		0.1
14.6715		59045		0.1
14.701		59055		0.1
14.722		59065		0.1
14.7465		59075		0.1
14.765		59085		0.1
14.746		59095		0.1
14.736		59105		0.1
14.886		59115		0.1
14.8975		59125		0.1
14.8455		59135		0.1
14.773		59145		0.1
14.893		59155		0.1
14.799		59165		0.1
14.783		59175		0.1
14.7705		59185		0.1
14.848		59195		0.1
14.819		59205		0.1
14.835		59215		0.1
14.768		59225		0.1
14.819		59235		0.1
14.841		59245		0.1
14.781		59255		0.1
14.791		59265		0.1
14.8515		59275		0.1
14.831		59285		0.1
14.863		59295		0.1
14.795		59305		0.1
14.864		59315		0.1
14.863		59325		0.1
14.79		59335		0.1
14.8095		59345		0.1
14.851		59355		0.1
14.7245		59365		0.1
14.774		59375		0.1
14.799		59385		0.1
14.668		59395		0.1
14.79		59405		0.1
14.785		59415		0.1
14.7765		59425		0.1
14.8315		59435		0.1
14.854		59445		0.1
14.859		59455		0.1
14.77		59465		0.1
14.7825		59475		0.1
14.822		59485		0.1
14.814		59495		0.1
14.809		59505		0.1
14.848		59515		0.1
14.888		59525		0.1
14.7595		59535		0.1
14.774		59545		0.1
14.833		59555		0.1
14.7645		59565		0.1
14.822		59575		0.1
14.748		59585		0.1
14.802		59595		0.1
14.845		59605		0.1
14.822		59615		0.1
14.778		59625		0.1
14.8005		59635		0.1
14.7975		59645		0.1
14.7745		59655		0.1
14.729		59665		0.1
14.811		59675		0.1
14.739		59685		0.1
14.731		59695		0.1
14.761		59705		0.1
14.722		59715		0.1
14.806		59725		0.1
14.84		59735		0.1
14.789		59745		0.1
14.6965		59755		0.1
14.8485		59765		0.1
14.913		59775		0.1
14.768		59785		0.1
14.7695		59795		0.1
14.8265		59805		0.1
14.8255		59815		0.1
14.889		59825		0.1
14.869		59835		0.1
14.884		59845		0.1
14.825		59855		0.1
14.896		59865		0.1
14.8965		59875		0.1
14.862		59885		0.1
14.7855		59895		0.1
14.88		59905		0.1
14.837		59915		0.1
14.769		59925		0.1
14.785		59935		0.1
14.869		59945		0.1
14.8175		59955		0.1
14.919		59965		0.1
14.7885		59975		0.1
14.753		59985		0.1
14.839		59995		0.1
14.757		60005		0.1
14.733		60015		0.1
14.8215		60025		0.1
14.812		60035		0.1
14.778		60045		0.1
14.8015		60055		0.1
14.6565		60065		0.1
14.676		60075		0.1
14.751		60085		0.1
14.6635		60095		0.1
14.701		60105		0.1
14.747		60115		0.1
14.658		60125		0.1
14.672		60135		0.1
14.791		60145		0.1
14.706		60155		0.1
14.731		60165		0.1
14.599		60175		0.1
14.649		60185		0.1
14.742		60195		0.1
14.904		60205		0.1
14.633		60215		0.1
14.777		60225		0.1
14.805		60235		0.1
14.591		60245		0.1
14.635		60255		0.1
15.044		60265		0.1
14.6005		60275		0.1
14.539		60285		0.1
14.523		60295		0.1
14.636		60305		0.1
14.7915		60315		0.1
14.937		60325		0.1
14.6135		60335		0.1
14.5535		60345		0.1
14.6065		60355		0.1
14.571		60365		0.1
14.594		60375		0.1
14.569		60385		0.1
14.601		60395		0.1
14.599		60405		0.1
14.568		60415		0.1
14.5695		60425		0.1
14.5455		60435		0.1
14.386		60445		0.1
14.525		60455		0.1
14.295		60465		0.1
14.536		60475		0.1
14.4245		60485		0.1
14.3975		60495		0.1
14.417		60505		0.1
14.462		60515		0.1
13.992		60525		0.1
