14.18		56635		0.1
14.339		56645		0.1
14.383		56655		0.1
14.352		56665		0.1
14.379		56675		0.1
14.467		56685		0.1
14.4325		56695		0.1
14.436		56705		0.1
14.3365		56715		0.1
14.377		56725		0.1
14.395		56735		0.1
14.3895		56745		0.1
14.4675		56755		0.1
14.304		56765		0.1
14.44		56775		0.1
14.4595		56785		0.1
14.4225		56795		0.1
14.491		56805		0.1
14.516		56815		0.1
14.488		56825		0.1
14.54		56835		0.1
14.515		56845		0.1
14.5495		56855		0.1
14.531		56865		0.1
14.522		56875		0.1
14.51		56885		0.1
14.516		56895		0.1
14.519		56905		0.1
14.534		56915		0.1
14.533		56925		0.1
14.513		56935		0.1
14.5355		56945		0.1
14.583		56955		0.1
14.6065		56965		0.1
14.567		56975		0.1
14.5305		56985		0.1
14.558		56995		0.1
14.621		57005		0.1
14.5965		57015		0.1
14.617		57025		0.1
14.577		57035		0.1
14.664		57045		0.1
14.705		57055		0.1
14.6195		57065		0.1
14.589		57075		0.1
14.601		57085		0.1
14.619		57095		0.1
14.572		57105		0.1
14.612		57115		0.1
14.609		57125		0.1
14.598		57135		0.1
14.659		57145		0.1
14.633		57155		0.1
14.626		57165		0.1
14.597		57175		0.1
14.567		57185		0.1
14.624		57195		0.1
14.646		57205		0.1
14.631		57215		0.1
14.622		57225		0.1
14.6415		57235		0.1
14.726		57245		0.1
14.642		57255		0.1
14.6725		57265		0.1
14.684		57275		0.1
14.674		57285		0.1
14.677		57295		0.1
14.693		57305		0.1
14.733		57315		0.1
14.68		57325		0.1
14.711		57335		0.1
14.655		57345		0.1
14.677		57355		0.1
14.6905		57365		0.1
14.721		57375		0.1
14.6555		57385		0.1
14.752		57395		0.1
14.784		57405		0.1
14.74		57415		0.1
14.843		57425		0.1
14.787		57435		0.1
14.663		57445		0.1
14.791		57455		0.1
14.682		57465		0.1
14.757		57475		0.1
14.807		57485		0.1
14.755		57495		0.1
14.737		57505		0.1
14.743		57515		0.1
14.653		57525		0.1
14.7205		57535		0.1
14.779		57545		0.1
14.756		57555		0.1
14.7785		57565		0.1
14.805		57575		0.1
14.7295		57585		0.1
14.717		57595		0.1
14.747		57605		0.1
14.7075		57615		0.1
14.721		57625		0.1
14.7075		57635		0.1
14.731		57645		0.1
14.774		57655		0.1
14.7695		57665		0.1
14.7165		57675		0.1
14.8		57685		0.1
14.788		57695		0.1
14.7475		57705		0.1
14.732		57715		0.1
14.792		57725		0.1
14.747		57735		0.1
14.736		57745		0.1
14.784		57755		0.1
14.752		57765		0.1
14.743		57775		0.1
14.795		57785		0.1
14.684		57795		0.1
14.686		57805		0.1
14.6965		57815		0.1
14.736		57825		0.1
14.674		57835		0.1
14.655		57845		0.1
14.732		57855		0.1
14.598		57865		0.1
14.6385		57875		0.1
14.689		57885		0.1
14.639		57895		0.1
14.6205		57905		0.1
14.707		57915		0.1
14.691		57925		0.1
14.636		57935		0.1
14.7525		57945		0.1
14.649		57955		0.1
14.71		57965		0.1
14.703		57975		0.1
14.5845		57985		0.1
14.607		57995		0.1
14.651		58005		0.1
14.624		58015		0.1
14.6885		58025		0.1
14.658		58035		0.1
14.699		58045		0.1
14.6375		58055		0.1
14.678		58065		0.1
14.714		58075		0.1
14.678		58085		0.1
14.8305		58095		0.1
14.659		58105		0.1
14.749		58115		0.1
14.709		58125		0.1
14.666		58135		0.1
14.652		58145		0.1
14.7		58155		0.1
14.689		58165		0.1
14.7165		58175		0.1
14.717		58185		0.1
14.7175		58195		0.1
14.6885		58205		0.1
14.712		58215		0.1
14.685		58225		0.1
14.731		58235		0.1
14.6435		58245		0.1
14.739		58255		0.1
14.734		58265		0.1
14.747		58275		0.1
14.705		58285		0.1
14.742		58295		0.1
14.76		58305		0.1
14.723		58315		0.1
14.744		58325		0.1
14.708		58335		0.1
14.693		58345		0.1
14.6905		58355		0.1
14.6755		58365		0.1
14.699		58375		0.1
14.731		58385		0.1
14.6825		58395		0.1
14.637		58405		0.1
14.594		58415		0.1
14.637		58425		0.1
14.628		58435		0.1
14.5765		58445		0.1
14.6185		58455		0.1
14.591		58465		0.1
14.556		58475		0.1
